,deal_id,deal_date,deal_year,firm_name,firm_id,round_total_raw,round_total,num_investors,avg_invest_per_investor,investor_name,deal_type,country,city,year_founded,codex_category,market,problem_1,problem_2,problem_3,analytics,ai,point_integrated,firm_age
894,DEAL0531,2018-06-17,2018,Tessian (previously CheckRecipient),FIRM0697,Above,13000000.0,7,1857142.857142857,Balderton Capital,Series A,UK,London,2013,Legal Compliance,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Point Solution,5
895,DEAL0531,2018-06-17,2018,Tessian (previously CheckRecipient),FIRM0697,Above,13000000.0,7,1857142.857142857,Amadeus Capital Partners,Series A,UK,London,2013,Legal Compliance,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Point Solution,5
896,DEAL0531,2018-06-17,2018,Tessian (previously CheckRecipient),FIRM0697,Above,13000000.0,7,1857142.857142857,Accel Partners,Series A,UK,London,2013,Legal Compliance,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Point Solution,5
897,DEAL0532,2015-11-05,2015,Passfort,FIRM0698,875000,875000.0,1,875000.0,Episode 1,Seed Fund,UK,London,2015,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
898,DEAL0533,2017-06-01,2017,Passfort,FIRM0698,1014999.9999999999,1014999.9999999999,1,1014999.9999999999,undisclosed,Seed Fund,UK,London,2015,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
899,DEAL0534,2014-07-16,2014,Elliptic,FIRM0701,2000000,2000000.0,1,2000000.0,Octopus Ventures,Seed Fund,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,1
900,DEAL0535,2016-03-20,2016,Elliptic,FIRM0701,5000000,5000000.0,5,1000000.0,Paladin Capital Group,Series A,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
901,DEAL0535,2016-03-20,2016,Elliptic,FIRM0701,Above,5000000.0,5,1000000.0,Santander InnoVentures,Series A,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
902,DEAL0535,2016-03-20,2016,Elliptic,FIRM0701,Above,5000000.0,5,1000000.0,Octopus Ventures,Series A,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
903,DEAL0535,2016-03-20,2016,Elliptic,FIRM0701,Above,5000000.0,5,1000000.0,June Fund,Series A,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
904,DEAL0535,2016-03-20,2016,Elliptic,FIRM0701,Above,5000000.0,5,1000000.0,Digital Currency Group,Series A,UK,London,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
905,DEAL0536,2016-10-13,2016,ComplyAdvantage,FIRM0702,8200000,8200000.0,1,8200000.0,Balderton Capital,Series A,USA,New York,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Point Solution,2
906,DEAL0537,2017-05-25,2017,Regnosys,FIRM0703,900000,900000.0,1,900000.0,undisclosed,Seed Fund,UK,London,2016,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
907,DEAL0538,2011-11-01,2011,NorthRow (formerly Contego),FIRM0706,125579.99999999999,125579.99999999999,1,125579.99999999999,undisclosed,Seed Fund,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,0
908,DEAL0539,2012-02-02,2012,NorthRow (formerly Contego),FIRM0706,557480,557480.0,1,557480.0,Cass Entrepreneurship Fund,Seed Fund,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,1
909,DEAL0540,2013-10-31,2013,NorthRow (formerly Contego),FIRM0706,1259580,1259580.0,3,419860.0,UK Innovation & Science Seed Fund,Angel,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,2
910,DEAL0540,2013-10-31,2013,NorthRow (formerly Contego),FIRM0706,Above,1259580.0,3,419860.0,Newable Private Investing,Angel,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,2
911,DEAL0540,2013-10-31,2013,NorthRow (formerly Contego),FIRM0706,Above,1259580.0,3,419860.0,Angel CoFund,Angel,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,2
912,DEAL0541,2014-12-17,2014,NorthRow (formerly Contego),FIRM0706,639800,639800.0,2,319900.0,UK Innovation & Science Seed Fund,Angel,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
913,DEAL0541,2014-12-17,2014,NorthRow (formerly Contego),FIRM0706,Above,639800.0,2,319900.0,Angel CoFund,Angel,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,3
914,DEAL0542,2017-07-18,2017,NorthRow (formerly Contego),FIRM0706,4900000,4900000.0,2,2450000.0,NVM Private Equity,Series A,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,6
915,DEAL0542,2017-07-18,2017,NorthRow (formerly Contego),FIRM0706,Above,4900000.0,2,2450000.0,Maven Capital Partners,Series A,UK,Oxford,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,6
916,DEAL0543,2017-03-23,2017,Quantexa,FIRM0710,3300000,3300000.0,2,1650000.0,HSBC,Series A,UK,London,2016,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
917,DEAL0543,2017-03-23,2017,Quantexa,FIRM0710,Above,3300000.0,2,1650000.0,Albion Capital Group,Series A,UK,London,2016,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
918,DEAL05447,2015-07-07,2015,Autologyx,FIRM0711,1200000,1200000.0,2,600000.0,Beacon Capital,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,4
919,DEAL05447,2015-07-07,2015,Autologyx,FIRM0711,Above,1200000.0,2,600000.0,London Co-Investment Fund,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,4
920,DEAL05448,2016-03-04,2016,Autologyx,FIRM0711,1959999.9999999998,1959999.9999999998,2,979999.9999999999,Beacon Capital,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,5
921,DEAL05448,2016-03-04,2016,Autologyx,FIRM0711,Above,1959999.9999999998,2,979999.9999999999,SyndicateRoom,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,5
922,DEAL05449,2017-11-07,2017,Autologyx,FIRM0711,2100000,2100000.0,2,1050000.0,Beacon Capital,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,6
923,DEAL05449,2017-11-07,2017,Autologyx,FIRM0711,Above,2100000.0,2,1050000.0,Angel CoFund,Seed Fund,USA,Hampshire,2011,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,6
924,DEAL05450,2016-03-01,2016,Coinfirm,FIRM0712,200000,200000.0,1,200000.0,undisclosed,Angel,UK,London,2016,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,0
925,DEAL05451,2017-03-01,2017,Coinfirm,FIRM0712,300000,300000.0,1,300000.0,undisclosed,Angel,UK,London,2016,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,1
926,DEAL05452,2014-08-01,2014,Behavox,FIRM0716,1800000,1800000.0,1,1800000.0,undisclosed,Seed Fund,UK,London,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,0
927,DEAL05453,2015-10-01,2015,Behavox,FIRM0716,1000000,1000000.0,1,1000000.0,undisclosed,Seed Fund,UK,London,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
928,DEAL05455,2017-11-14,2017,Behavox,FIRM0716,20000000,20000000.0,3,6666666.666666667,Citigroup,Series B,UK,London,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,3
929,DEAL05455,2017-11-14,2017,Behavox,FIRM0716,Above,20000000.0,3,6666666.666666667,Hoxton Ventures,Series B,UK,London,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,3
930,DEAL05455,2017-11-14,2017,Behavox,FIRM0716,Above,20000000.0,3,6666666.666666667,Index Ventures,Series B,UK,London,2014,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,3
931,DEAL05456,2016-01-11,2016,CoVi Analytics,FIRM0717,18750,18750.0,2,9375.0,Startupbootcamp InsurTech London,Seed Fund,UK,London,2015,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
932,DEAL05456,2016-01-11,2016,CoVi Analytics,FIRM0717,Above,18750.0,2,9375.0,Startupbootcamp,Seed Fund,UK,London,2015,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
933,DEAL05457,2013-01-01,2013,VATBox,FIRM0718,6000000,6000000.0,1,6000000.0,undisclosed,Series A,Israel,Tel Aviv,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,1
934,DEAL05458,2015-08-10,2015,VATBox,FIRM0718,24000000,24000000.0,1,24000000.0,Viola Growth,Venture Capital,Israel,Tel Aviv,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,3
935,DEAL05459,2017-02-21,2017,VATBox,FIRM0718,20000000,20000000.0,2,10000000.0,Target Global,Venture Capital,Israel,Tel Aviv,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,5
936,DEAL05459,2017-02-21,2017,VATBox,FIRM0718,Above,20000000.0,2,10000000.0,Viola Growth,Venture Capital,Israel,Tel Aviv,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,1.0,Integrated Solution,5
937,DEAL05463,2013-04-12,2013,DueDil,FIRM0720,5000000,5000000.0,4,1250000.0,Oak Investment Partners,Series A,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,2
938,DEAL05463,2013-04-12,2013,DueDil,FIRM0720,Above,5000000.0,4,1250000.0,Notion,Series A,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,2
939,DEAL05463,2013-04-12,2013,DueDil,FIRM0720,Above,5000000.0,4,1250000.0,Playfair Capital,Series A,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,2
940,DEAL05463,2013-04-12,2013,DueDil,FIRM0720,Above,5000000.0,4,1250000.0,Passion Capital,Series A,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,2
941,DEAL05464,2014-03-03,2014,DueDil,FIRM0720,17000000,17000000.0,4,4250000.0,Oak Investment Partners,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,3
942,DEAL05464,2014-03-03,2014,DueDil,FIRM0720,Above,17000000.0,4,4250000.0,Notion,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,3
943,DEAL05464,2014-03-03,2014,DueDil,FIRM0720,Above,17000000.0,4,4250000.0,Playfair Capital,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,3
944,DEAL05464,2014-03-03,2014,DueDil,FIRM0720,Above,17000000.0,4,4250000.0,Passion Capital,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,3
945,DEAL05465,2016-07-01,2016,DueDil,FIRM0720,8000000,8000000.0,2,4000000.0,Concentric Equity Partners,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,5
946,DEAL05465,2016-07-01,2016,DueDil,FIRM0720,Above,8000000.0,2,4000000.0,Oak Investment Partners,Series B,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,5
947,DEAL05466,2016-08-01,2016,DueDil,FIRM0720,3125000,3125000.0,1,3125000.0,EASME - EU Executive Agency for SMEs,Grant,UK,London,2011,Legal Compliance,Corporate,RegTech,DealTech,NONE,1.0,0.0,Point Solution,5
948,DEAL05467,2016-09-23,2016,Encompass,FIRM0722,5040000,5040000.0,5,1008000.0,Scottish Investment Bank,Venture Capital,UK,Glasgow City,2012,Legal Compliance,Corporate,RegTech,Legal Ops,NONE,1.0,0.0,Point Solution,4
949,DEAL05467,2016-09-23,2016,Encompass,FIRM0722,Above,5040000.0,5,1008000.0,Adcock Group,Venture Capital,UK,Glasgow City,2012,Legal Compliance,Corporate,RegTech,Legal Ops,NONE,1.0,0.0,Point Solution,4
950,DEAL05468,2017-10-04,2017,Encompass,FIRM0722,840000,840000.0,3,280000.0,Scottish Investment Bank,Venture Capital,UK,Glasgow City,2012,Legal Compliance,Corporate,RegTech,Legal Ops,NONE,1.0,0.0,Point Solution,5
951,DEAL05468,2017-10-04,2017,Encompass,FIRM0722,Above,840000.0,3,280000.0,Scottish Development International,Venture Capital,UK,Glasgow City,2012,Legal Compliance,Corporate,RegTech,Legal Ops,NONE,1.0,0.0,Point Solution,5
952,DEAL05467,2016-02-16,2016,AQMETRICS,FIRM0725,3300000,3300000.0,5,660000.0,Bluff Point Associates,Venture Capital,Ireland,Maynooth,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,4
953,DEAL05467,2016-02-16,2016,AQMETRICS,FIRM0725,Above,3300000.0,5,660000.0,Enterprise Ireland,Venture Capital,Ireland,Maynooth,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,4
954,DEAL05467,2016-02-16,2016,AQMETRICS,FIRM0725,Above,3300000.0,5,660000.0,Frontline Ventures,Venture Capital,Ireland,Maynooth,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,4
955,DEAL05468,2015-06-18,2015,Corlytics,FIRM0726,1250000,1250000.0,3,416666.6666666667,Kernel Capital,Seed Fund,Ireland,Dublin,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,2
956,DEAL05469,2017-01-04,2017,Corlytics,FIRM0726,3750000,3750000.0,2,1875000.0,Kernel Capital,Venture Capital,Ireland,Dublin,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,4
957,DEAL05469,2017-01-04,2017,Corlytics,FIRM0726,Above,3750000.0,2,1875000.0,Infinity Capital,Venture Capital,Ireland,Dublin,2013,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,4
958,DEAL05470,2013-10-08,2013,Fenergo,FIRM0727,5000000,5000000.0,2,2500000.0,Ulster Bank Diageo Venture Fund,Venture Capital,Ireland,Dublin,2009,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,4
959,DEAL05470,2013-10-08,2013,Fenergo,FIRM0727,Above,5000000.0,2,2500000.0,Investec,Venture Capital,Ireland,Dublin,2009,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,4
960,DEAL05471,2015-07-14,2015,Fenergo,FIRM0727,75000000,75000000.0,2,37500000.0,Insights Venture Partners,Venture Capital,Ireland,Dublin,2009,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,6
961,DEAL05471,2015-07-14,2015,Fenergo,FIRM0727,Above,75000000.0,2,37500000.0,Aquiline Capital Partners,Venture Capital,Ireland,Dublin,2009,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,6
962,DEAL05472,2018-01-17,2018,Gecko Governance,FIRM0728,1000000,1000000.0,1,1000000.0,COSIMO Ventures,Seed Fund,Ireland,Dublin,2015,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,3
963,DEAL05473,2015-08-13,2015,Governance.io,FIRM0732,506250,506250.0,1,506250.0,undisclosed,Angel,Luxembourg,Luxembourg,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,4
964,DEAL05474,2016-12-23,2016,Governance.io,FIRM0732,2500000,2500000.0,1,2500000.0,Banque Internationale à Luxembourg,Venture Capital,Luxembourg,Luxembourg,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,5
965,DEAL05476,2015-12-22,2015,Limina,FIRM0736,1485000,1485000.0,1,1485000.0,undisclosed,Seed Fund,Sweden,Stockholm,2014,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
966,DEAL05477,2017-08-29,2017,Limina,FIRM0736,220000,220000.0,1,220000.0,undisclosed,Debt Financing,Sweden,Stockholm,2014,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,3
967,DEAL05479,2015-05-12,2015,Omada,FIRM0739,22400000,22400000.0,6,3733333.3333333335,Maersk,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
968,DEAL05479,2015-05-12,2015,Omada,FIRM0739,Above,22400000.0,6,3733333.3333333335,HVB Unicredit,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
969,DEAL05479,2015-05-12,2015,Omada,FIRM0739,Above,22400000.0,6,3733333.3333333335,ECCO,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
970,DEAL05479,2015-05-12,2015,Omada,FIRM0739,Above,22400000.0,6,3733333.3333333335,C5 Capital,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
971,DEAL05479,2015-05-12,2015,Omada,FIRM0739,Above,22400000.0,6,3733333.3333333335,BMW Group,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
972,DEAL05479,2015-05-12,2015,Omada,FIRM0739,Above,22400000.0,6,3733333.3333333335,Altria,Private Equity,Denmark,Copenhagen,1999,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,16
973,DEAL05480,2013-04-30,2013,M-Files,FIRM0740,7500000,7500000.0,2,3750000.0,Draper Esprit,Series A,USA,Texas,2001,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,12
974,DEAL05480,2013-04-30,2013,M-Files,FIRM0740,Above,7500000.0,2,3750000.0,Tesi,Series A,USA,Texas,2001,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,12
975,DEAL05481,2016-03-17,2016,M-Files,FIRM0740,41250000,41250000.0,3,13750000.0,Partech Ventures,Series B,USA,Texas,2001,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,15
976,DEAL05481,2016-03-17,2016,M-Files,FIRM0740,Above,41250000.0,3,13750000.0,Tesi,Series B,USA,Texas,2001,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,15
977,DEAL05481,2016-03-17,2016,M-Files,FIRM0740,Above,41250000.0,3,13750000.0,Draper Esprit,Series B,USA,Texas,2001,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,15
978,DEAL05482,2017-09-05,2017,Avedos,FIRM0741,3125000,3125000.0,1,3125000.0,Jadeberg Partners,Series A,Austria,Vienna,2005,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Integrated Solution,12
979,DEAL05483,2012-06-27,2012,Kompany,FIRM0742,1000000,1000000.0,1,1000000.0,FLOOR13,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,0
980,DEAL05484,2012-12-01,2012,Kompany,FIRM0742,250000,250000.0,1,250000.0,Austria Wirtschaftsservice,Grant,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,0
981,DEAL05485,2013-04-01,2013,Kompany,FIRM0742,500000,500000.0,1,500000.0,Livag,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,1
982,DEAL05486,2014-03-28,2014,Kompany,FIRM0742,2500000,2500000.0,2,1250000.0,Livag,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,2
983,DEAL05486,2014-03-28,2014,Kompany,FIRM0742,Above,2500000.0,2,1250000.0,AC & Friends,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,2
984,DEAL05487,2015-01-01,2015,Kompany,FIRM0742,585000,585000.0,5,117000.0,AC & Friends,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,3
985,DEAL05487,2015-01-01,2015,Kompany,FIRM0742,Above,585000.0,5,117000.0,FLOOR13,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,3
986,DEAL05487,2015-01-01,2015,Kompany,FIRM0742,Above,585000.0,5,117000.0,Livag,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,3
987,DEAL05487,2015-01-01,2015,Kompany,FIRM0742,Above,585000.0,5,117000.0,PISEC Group,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,3
988,DEAL05487,2015-01-01,2015,Kompany,FIRM0742,Above,585000.0,5,117000.0,ZEITGEIST MANAGEMENT,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,3
989,DEAL05488,2016-04-20,2016,Kompany,FIRM0742,520000,520000.0,1,520000.0,undisclosed,Angel,Austria,Vienna,2012,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,4
990,DEAL05490,2015-04-10,2015,Qumram,FIRM0743,500000,500000.0,1,500000.0,undisclosed,Seed Fund,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,4
991,DEAL05491,2016-03-21,2016,Qumram,FIRM0743,2400000,2400000.0,3,800000.0,investiere,Venture Capital,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,5
992,DEAL05491,2016-03-21,2016,Qumram,FIRM0743,Above,2400000.0,3,800000.0,Zirkonia,Venture Capital,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,5
993,DEAL05491,2016-03-21,2016,Qumram,FIRM0743,Above,2400000.0,3,800000.0,3wVentures,Venture Capital,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,5
994,DEAL05492,2016-12-12,2016,Qumram,FIRM0743,1700000,1700000.0,1,1700000.0,Mundi Ventures,Angel,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,5
995,DEAL05493,2017-02-21,2017,Qumram,FIRM0743,1500000,1500000.0,1,1500000.0,Mundi Ventures,Venture Capital,Sweden,Zurich,2011,Legal Compliance,Corporate,RegTech,NONE,NONE,1.0,0.0,Point Solution,6
996,DEAL05497,2014-11-01,2014,BrightFlag,FIRM0757,312500,312500.0,1,312500.0,Wayra,Seed Fund,Ireland,Dublin,2014,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,0
997,DEAL05498,2015-03-01,2015,BrightFlag,FIRM0757,62500,62500.0,1,62500.0,Wayra,Seed Fund,Ireland,Dublin,2014,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,1
998,DEAL05499,2016-05-01,2016,BrightFlag,FIRM0757,1100000,1100000.0,3,366666.6666666667,Tribal.vc,Venture Capital,Ireland,Dublin,2014,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,2
999,DEAL05499,2016-05-01,2016,BrightFlag,FIRM0757,Above,1100000.0,3,366666.6666666667,Enterprise Ireland,Venture Capital,Ireland,Dublin,2014,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,2
1000,DEAL05499,2016-05-01,2016,BrightFlag,FIRM0757,Above,1100000.0,3,366666.6666666667,500 Startups,Venture Capital,Ireland,Dublin,2014,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,2
1001,DEAL05500,2016-03-31,2016,Gavelytics,FIRM0762,2500000,2500000.0,1,2500000.0,undisclosed,Seed Fund,USA,Santa Monica,2016,Legal Analytics,Corporate,Legal Research,LitTech ,NONE,1.0,1.0,Integrated Solution,0
1002,DEAL05501,2018-02-28,2018,Gavelytics,FIRM0762,3200000,3200000.0,1,3200000.0,undisclosed,Seed Fund,USA,Santa Monica,2016,Legal Analytics,Corporate,Legal Research,LitTech ,NONE,1.0,1.0,Integrated Solution,2
1003,DEAL05504,2014-09-01,2014,NexLP,FIRM0768,2000000,2000000.0,2,1000000.0,Techstars,Seed Fund,USA,Chicago,2014,E-Discovery,Corporate,eDiscovery,LitTech ,NONE,1.0,0.0,Integrated Solution,0
1004,DEAL05504,2014-09-01,2014,NexLP,FIRM0768,Above,2000000.0,2,1000000.0,Right Side Capital Management,Seed Fund,USA,Chicago,2014,E-Discovery,Corporate,eDiscovery,LitTech ,NONE,1.0,0.0,Integrated Solution,0
1005,DEAL05505,2017-10-23,2017,NexLP,FIRM0768,3000000,3000000.0,2,1500000.0,Method Capital,Series A,USA,Chicago,2014,E-Discovery,Corporate,eDiscovery,LitTech ,NONE,1.0,0.0,Integrated Solution,3
1006,DEAL05505,2017-10-23,2017,NexLP,FIRM0768,Above,3000000.0,2,1500000.0,Dundee Venture Capita;,Series A,USA,Chicago,2014,E-Discovery,Corporate,eDiscovery,LitTech ,NONE,1.0,0.0,Integrated Solution,3
1007,DEAL05507,2014-01-16,2014,OpenText,FIRM0769,100000000,100000000.0,1,100000000.0,undisclosed,Post-IPO Equity,Canada,Waterloo,1991,E-Discovery,Corporate,eDiscovery,RegTech,NONE,1.0,1.0,Integrated Solution,23
1008,DEAL05509,2016-09-20,2016,Text IQ,FIRM0770,3000000,3000000.0,1,3000000.0,FLOODGATE,Series A,USA,New York,2014,Legal Compliance,Corporate,RegTech,LitTech ,eDiscovery,1.0,1.0,Integrated Solution,2
1009,DEAL05510,2014-07-15,2014,Veritone,FIRM0771,15000000,15000000.0,2,7500000.0,Miramar Ventures,Venture Capital,USA,California,2014,E-Discovery,Corporate,eDiscovery,RegTech,NONE,1.0,1.0,Integrated Solution,0
